half_life,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,annual_turnover
5.0,0.0560032732124518,0.013882429901879823,0.14705523026780123,0.1671082133195233,-0.21098670477633863,42.0
10.0,0.15714300761934985,0.037618445845259973,0.14448459069717118,0.3276069758383425,-0.200283609856041,25.807228915662648
20.0,0.062348393054406426,0.015420340311995018,0.14574676768917127,0.17768076004145272,-0.22351500333620178,16.951807228915662
40.0,0.04672405980077898,0.011620886105123684,0.14277880262022472,0.1521591672835144,-0.20296005998000188,12.903614457831324
80.0,0.12659311125842687,0.03061793962087167,0.13742948811547398,0.2879634610612381,-0.17557060024533133,7.337349397590362
