model,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,annual_turnover
Rolling-beta pairs trade,0.2330434763728475,0.07394447986602914,0.052610081155513154,1.3824085487558953,-0.0393317096905097,14.16573546025184
50/50 buy and hold,-0.35039150282047615,-0.136623332811736,0.17226992168253166,-0.7665669016024488,-0.4142399353196523,0.34054054054054056
